dataset,analyzer,ngram_range,dim_reduction_name,cv,model_name,features,accuracy,roc_auc,tfidf
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.87,0.8578761709845422,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.842,0.8256350650225726,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.752,0.7276485964702465,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.756,0.7263690148596588,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.792,0.7507084110857696,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.742,0.7189217237448747,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.744,0.710634720470786,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.784,0.7613884342607747,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.766,0.7588268984569773,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.786,0.7628814449584033,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.81,0.792623678611516,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.83,0.8070279774525521,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.81,0.7856323100032067,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.788,0.7565021433775564,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.784,0.7664858505980001,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.802,0.7775178866263072,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.836,0.8147722923842328,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.836,0.8193293685084464,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.814,0.8034343434343434,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.82,0.8022164126342096,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.814,0.7945212306465546,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.804,0.7781385281385281,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.828,0.805380411937789,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.822,0.7964791681205946,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.81,0.7938195548489667,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.808,0.7872218304662261,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.826,0.803241329063522,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.816,0.8011986844521611,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.834,0.813277867965368,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.842,0.8239848819319019,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.83,0.815025466893039,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.814,0.7813359933957071,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.852,0.8277439024390244,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.848,0.8209026778987741,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.842,0.8166023166023166,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.844,0.8115827954732294,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.876,0.8594176213857064,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.828,0.803859773971094,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.828,0.7969253490870031,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.848,0.8234295415959252,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.852,0.8266313104189044,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.814,0.7949125596184421,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.82,0.7989484018036906,False
zomato,word,"(1, 2)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.828,0.8019338319520247,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.812,0.7831063880678615,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.81,0.7906576774903687,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.836,0.7993987144930541,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.81,0.7891508872216267,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.808,0.7834384195039932,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.808,0.7806192034915439,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.82,0.8152078700896166,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.852,0.835273386536539,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.864,0.8487209127004072,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.866,0.843503818241368,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.844,0.8287117517003932,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.86,0.8437452345854726,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.828,0.8155349323573622,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.84,0.8234727572922401,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.834,0.8139153729679364,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.866,0.8515986377268338,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.86,0.8541414141414141,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.842,0.8278580706687055,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.854,0.839241810087049,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.848,0.8334686147186148,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.864,0.8524590163934426,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.848,0.8141531160583432,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.85,0.8390302066772655,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.872,0.8604929565916134,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.856,0.8395093105610056,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.858,0.842893871350106,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.85,0.830188041125541,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.852,0.8418288848752424,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.89,0.8776740237691003,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.856,0.8384012107870116,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.87,0.8525241066364152,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.872,0.8542565577700157,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.874,0.8520377520377521,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.874,0.8462944499833832,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.874,0.8557010365521004,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.87,0.8518358494722039,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.844,0.8254900644468315,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.882,0.8691850594227505,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.9,0.8860432330827067,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.83,0.8145204027556969,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.852,0.8387493968285662,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,all,0.844,0.8272690519506771,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.782,0.7526866105140865,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.746,0.7127820583379196,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.808,0.771511507360564,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.764,0.73556882560098,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.748,0.7185372005044137,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.782,0.7534438079650846,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,text_only,0.782,0.7709554612222896,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.794,0.7713532930073367,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.814,0.7976998207434958,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.828,0.8042957370153937,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.792,0.7623162478270409,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.8,0.7702095935207306,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.798,0.7793118096856414,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,text_only,0.788,0.763036598789213,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.828,0.8048220436280139,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.826,0.8052406852030702,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.796,0.7862626262626262,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.822,0.8039346256926289,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.794,0.770566150574789,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.81,0.7908549783549784,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,text_only,0.826,0.8046658259773014,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.818,0.7896049968595157,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.836,0.8211115527291998,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.792,0.7740205644566162,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.834,0.8127128551822296,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.816,0.7994958179602331,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.806,0.7836850649350651,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,text_only,0.838,0.8145862599504983,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.834,0.8131578947368421,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.838,0.8082691249312053,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.84,0.8116846284741916,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.844,0.8155263338127526,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.84,0.8228228228228228,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.836,0.8092214584317224,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,text_only,0.862,0.8450286415711947,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.836,0.8083329097409309,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.802,0.7628558002148228,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.828,0.8022071307300509,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.842,0.8193139097744362,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.832,0.8139242183359832,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.836,0.8123263282250952,False
zomato,word,"(1, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=5000, random_state=42)",GradientBoostingClassifier,text_only,0.824,0.7977225254362913,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.808,0.7702243255710649,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.818,0.793581452944414,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.81,0.7813083143271823,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.806,0.7859354531380255,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.808,0.7815889029003782,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.802,0.7768685215493726,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=500, random_state=42)",GradientBoostingClassifier,all,0.822,0.8074085304224783,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.83,0.8194733899252784,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.846,0.8267661791559867,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.858,0.8371946699763838,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.836,0.8193110664798906,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.818,0.7957691590843625,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.826,0.8120220900594731,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=1000, random_state=42)",GradientBoostingClassifier,all,0.842,0.8182443588332415,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.822,0.799805321219987,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.874,0.8600704857757672,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.84,0.8335353535353535,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.828,0.8070668705503216,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.842,0.8291746959930892,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.852,0.8376961580086579,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=2000, random_state=42)",GradientBoostingClassifier,all,0.856,0.837578814627995,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.846,0.8138565147602763,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.836,0.8241587175410704,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.88,0.8693320651371783,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.848,0.8360358528609432,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.838,0.8194711097013305,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.836,0.8188244047619048,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=3000, random_state=42)",GradientBoostingClassifier,all,0.848,0.8350391330523781,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.86,0.8392190152801358,False
zomato,word,"(2, 3)",SVD_30,"FixedSizeSplit(n_splits=7, n_test=500, n_train=4000, random_state=42)",GradientBoostingClassifier,all,0.822,0.7978811227297743,False
